"","source.type","pucid","PUC_level1","PUC_level2","PUC_level3","variable","units","dist.type","mean","CV","min.age","max.age","gender"
"1219","product","PC.0500.030","personal care","body hygiene","body wash","use.prev","[-]","point",0.4,1,13,99,"M"
"1220","product","PC.0500.030","personal care","body hygiene","body wash","use.prev","[-]","point",0.13,1,13,99,"W"
"1213","product","PC.0500.030","personal care","body hygiene","body wash","volume","m^3","point",24,0,0,99,"B"
"1228","product","PC.0500.040","personal care","body hygiene","body wipes","duration","minutes","lognormal",10,1,0,99,"B"
"1232","product","PC.0500.040","personal care","body hygiene","body wipes","f.contact","[-]","point",1,0,0,99,"B"
"1225","product","PC.0500.040","personal care","body hygiene","body wipes","f.drain","[-]","uniform",0.15,0.577350269189626,0,99,"B"
"1223","product","PC.0500.040","personal care","body hygiene","body wipes","f.residual","[-]","point",0.5,0,0,99,"B"
"1233","product","PC.0500.040","personal care","body hygiene","body wipes","house.prev","[-]","point",0.02,1,0,99,"B"
"1226","product","PC.0500.040","personal care","body hygiene","body wipes","mass","g","lognormal",1,1,0,99,"B"
"1227","product","PC.0500.040","personal care","body hygiene","body wipes","use.freq","1/year","lognormal",52,1,0,99,"B"
"1229","product","PC.0500.040","personal care","body hygiene","body wipes","use.prev","[-]","point",0,1,0,12,"B"
"1230","product","PC.0500.040","personal care","body hygiene","body wipes","use.prev","[-]","point",0.02,1,13,99,"M"
"1231","product","PC.0500.040","personal care","body hygiene","body wipes","use.prev","[-]","point",0.02,1,13,99,"W"
"1224","product","PC.0500.040","personal care","body hygiene","body wipes","volume","m^3","point",24,0,0,99,"B"
"1242","product","PC.0500.050","personal care","body hygiene","hand sanitizer","duration","minutes","lognormal",2,1,0,99,"B"
"1247","product","PC.0500.050","personal care","body hygiene","hand sanitizer","f.contact","[-]","point",1,0,0,99,"B"
"1236","product","PC.0500.050","personal care","body hygiene","hand sanitizer","f.drain","[-]","uniform",1,0,0,99,"B"
"1234","product","PC.0500.050","personal care","body hygiene","hand sanitizer","f.residual","[-]","point",0.01,0,0,99,"B"
"1248","product","PC.0500.050","personal care","body hygiene","hand sanitizer","house.prev","[-]","point",0.84,1,0,99,"B"
"1237","product","PC.0500.050","personal care","body hygiene","hand sanitizer","mass","g","lognormal",5,1,0,99,"B"
"1238","product","PC.0500.050","personal care","body hygiene","hand sanitizer","use.freq","1/year","lognormal",480,1,0,12,"M"
"1239","product","PC.0500.050","personal care","body hygiene","hand sanitizer","use.freq","1/year","lognormal",780,1,0,12,"W"
"1240","product","PC.0500.050","personal care","body hygiene","hand sanitizer","use.freq","1/year","lognormal",360,1,13,99,"M"
"1241","product","PC.0500.050","personal care","body hygiene","hand sanitizer","use.freq","1/year","lognormal",300,1,13,99,"W"
"1243","product","PC.0500.050","personal care","body hygiene","hand sanitizer","use.prev","[-]","point",0.84,1,0,12,"M"
"1244","product","PC.0500.050","personal care","body hygiene","hand sanitizer","use.prev","[-]","point",0.68,1,0,12,"W"
"1245","product","PC.0500.050","personal care","body hygiene","hand sanitizer","use.prev","[-]","point",0.19,1,13,99,"M"
"1246","product","PC.0500.050","personal care","body hygiene","hand sanitizer","use.prev","[-]","point",0.76,1,13,99,"W"
"1235","product","PC.0500.050","personal care","body hygiene","hand sanitizer","volume","m^3","point",24,0,0,99,"B"
"1254","product","PC.0500.060","personal care","body hygiene","hand soap","duration","minutes","lognormal",2,1,0,99,"B"
"1258","product","PC.0500.060","personal care","body hygiene","hand soap","f.contact","[-]","point",1,0,0,99,"B"
"1251","product","PC.0500.060","personal care","body hygiene","hand soap","f.drain","[-]","uniform",1,0,0,99,"B"
"1249","product","PC.0500.060","personal care","body hygiene","hand soap","f.residual","[-]","point",0.01,0,0,99,"B"
"1259","product","PC.0500.060","personal care","body hygiene","hand soap","house.prev","[-]","point",0.95,1,0,99,"B"
"1252","product","PC.0500.060","personal care","body hygiene","hand soap","mass","g","lognormal",1,1,0,99,"B"
"1253","product","PC.0500.060","personal care","body hygiene","hand soap","use.freq","1/year","lognormal",1800,1,0,99,"B"
"1255","product","PC.0500.060","personal care","body hygiene","hand soap","use.prev","[-]","point",0.95,1,0,12,"B"
"1256","product","PC.0500.060","personal care","body hygiene","hand soap","use.prev","[-]","point",0.95,1,13,99,"M"
"1257","product","PC.0500.060","personal care","body hygiene","hand soap","use.prev","[-]","point",0.95,1,13,99,"W"
"1250","product","PC.0500.060","personal care","body hygiene","hand soap","volume","m^3","point",24,0,0,99,"B"
"1265","product","PC.0500.070","personal care","body hygiene","hand wipes","duration","minutes","lognormal",10,1,0,99,"B"
"1269","product","PC.0500.070","personal care","body hygiene","hand wipes","f.contact","[-]","point",1,0,0,99,"B"
"1262","product","PC.0500.070","personal care","body hygiene","hand wipes","f.drain","[-]","uniform",1,0,0,99,"B"
"1260","product","PC.0500.070","personal care","body hygiene","hand wipes","f.residual","[-]","point",0.5,0,0,99,"B"
"1270","product","PC.0500.070","personal care","body hygiene","hand wipes","house.prev","[-]","point",0.2,1,0,99,"B"
"1263","product","PC.0500.070","personal care","body hygiene","hand wipes","mass","g","lognormal",1,1,0,99,"B"
"1264","product","PC.0500.070","personal care","body hygiene","hand wipes","use.freq","1/year","lognormal",24,1,0,99,"B"
"1266","product","PC.0500.070","personal care","body hygiene","hand wipes","use.prev","[-]","point",0.2,1,0,12,"B"
"1267","product","PC.0500.070","personal care","body hygiene","hand wipes","use.prev","[-]","point",0.2,1,13,99,"M"
"1268","product","PC.0500.070","personal care","body hygiene","hand wipes","use.prev","[-]","point",0.2,1,13,99,"W"
"1261","product","PC.0500.070","personal care","body hygiene","hand wipes","volume","m^3","point",24,0,0,99,"B"
"1276","product","PC.0600.010","personal care","body oil","body oil","duration","minutes","lognormal",30,1,0,99,"B"
"1280","product","PC.0600.010","personal care","body oil","body oil","f.contact","[-]","point",1,0,0,99,"B"
"1273","product","PC.0600.010","personal care","body oil","body oil","f.drain","[-]","uniform",1,0,0,99,"B"
"1271","product","PC.0600.010","personal care","body oil","body oil","f.residual","[-]","point",0.1,0,0,99,"B"
"1281","product","PC.0600.010","personal care","body oil","body oil","house.prev","[-]","point",0.3,1,0,99,"B"
"1274","product","PC.0600.010","personal care","body oil","body oil","mass","g","lognormal",8,1,0,99,"B"
"1275","product","PC.0600.010","personal care","body oil","body oil","use.freq","1/year","lognormal",24,1,0,99,"B"
"1277","product","PC.0600.010","personal care","body oil","body oil","use.prev","[-]","point",0.05,1,0,12,"B"
"1278","product","PC.0600.010","personal care","body oil","body oil","use.prev","[-]","point",0.1,1,13,99,"M"
"1279","product","PC.0600.010","personal care","body oil","body oil","use.prev","[-]","point",0.3,1,13,99,"W"
"1272","product","PC.0600.010","personal care","body oil","body oil","volume","m^3","point",24,0,0,99,"B"
"1287","product","PC.0700.010","personal care","body powder","body powder","duration","minutes","lognormal",5,1,0,99,"B"
"1291","product","PC.0700.010","personal care","body powder","body powder","f.contact","[-]","point",1,0,0,99,"B"
"1284","product","PC.0700.010","personal care","body powder","body powder","f.drain","[-]","uniform",0.15,0.577350269189626,0,99,"B"
"1282","product","PC.0700.010","personal care","body powder","body powder","f.residual","[-]","point",0.5,0,0,99,"B"
"1292","product","PC.0700.010","personal care","body powder","body powder","house.prev","[-]","point",0.5,1,0,99,"B"
"1285","product","PC.0700.010","personal care","body powder","body powder","mass","g","lognormal",1,1,0,99,"B"
"1286","product","PC.0700.010","personal care","body powder","body powder","use.freq","1/year","lognormal",64,1,0,99,"B"
"1288","product","PC.0700.010","personal care","body powder","body powder","use.prev","[-]","point",0.05,1,0,12,"B"
"1289","product","PC.0700.010","personal care","body powder","body powder","use.prev","[-]","point",0.2,1,13,99,"M"
"1290","product","PC.0700.010","personal care","body powder","body powder","use.prev","[-]","point",0.5,1,13,99,"W"
"1283","product","PC.0700.010","personal care","body powder","body powder","volume","m^3","point",24,0,0,99,"B"
"1300","product","PC.0800.010","personal care","child specific","baby lotion","duration","minutes","lognormal",10,1,0,99,"B"
"1304","product","PC.0800.010","personal care","child specific","baby lotion","f.contact","[-]","point",1,0,0,99,"B"
"1295","product","PC.0800.010","personal care","child specific","baby lotion","f.drain","[-]","uniform",1,0,0,99,"B"
"1293","product","PC.0800.010","personal care","child specific","baby lotion","f.residual","[-]","point",0.8,0,0,99,"B"
"1305","product","PC.0800.010","personal care","child specific","baby lotion","house.prev","[-]","point",0.4,1,0,99,"B"
"1296","product","PC.0800.010","personal care","child specific","baby lotion","mass","g","lognormal",1.4,1,0,12,"B"
"1297","product","PC.0800.010","personal care","child specific","baby lotion","mass","g","lognormal",1,1,13,99,"B"
"1298","product","PC.0800.010","personal care","child specific","baby lotion","use.freq","1/year","lognormal",252,1,0,12,"B"
"1299","product","PC.0800.010","personal care","child specific","baby lotion","use.freq","1/year","lognormal",91,1,13,99,"B"
"1301","product","PC.0800.010","personal care","child specific","baby lotion","use.prev","[-]","point",0.4,1,0,12,"B"
"1302","product","PC.0800.010","personal care","child specific","baby lotion","use.prev","[-]","point",0,1,13,99,"M"
"1303","product","PC.0800.010","personal care","child specific","baby lotion","use.prev","[-]","point",0.02,1,13,99,"W"
"1294","product","PC.0800.010","personal care","child specific","baby lotion","volume","m^3","point",24,0,0,99,"B"
"1313","product","PC.0800.020","personal care","child specific","baby oil","duration","minutes","lognormal",10,1,0,99,"B"
"1318","product","PC.0800.020","personal care","child specific","baby oil","f.contact","[-]","point",1,0,0,99,"B"
"1308","product","PC.0800.020","personal care","child specific","baby oil","f.drain","[-]","uniform",1,0,0,99,"B"
"1306","product","PC.0800.020","personal care","child specific","baby oil","f.residual","[-]","point",0.8,0,0,99,"B"
"1319","product","PC.0800.020","personal care","child specific","baby oil","house.prev","[-]","point",0.19,1,0,99,"B"
"1309","product","PC.0800.020","personal care","child specific","baby oil","mass","g","lognormal",1.3,1,0,12,"B"
"1310","product","PC.0800.020","personal care","child specific","baby oil","mass","g","lognormal",5,1,13,99,"B"
"1311","product","PC.0800.020","personal care","child specific","baby oil","use.freq","1/year","lognormal",120,1,0,12,"B"
"1312","product","PC.0800.020","personal care","child specific","baby oil","use.freq","1/year","lognormal",35,1,13,99,"B"
"1314","product","PC.0800.020","personal care","child specific","baby oil","use.prev","[-]","point",0.15,1,0,12,"M"
"1315","product","PC.0800.020","personal care","child specific","baby oil","use.prev","[-]","point",0.19,1,0,12,"W"
"1316","product","PC.0800.020","personal care","child specific","baby oil","use.prev","[-]","point",0.01,1,13,99,"M"
"1317","product","PC.0800.020","personal care","child specific","baby oil","use.prev","[-]","point",0.02,1,13,99,"W"
"1307","product","PC.0800.020","personal care","child specific","baby oil","volume","m^3","point",24,0,0,99,"B"
"1326","product","PC.0800.030","personal care","child specific","baby powder","duration","minutes","lognormal",10,1,0,99,"B"
"1330","product","PC.0800.030","personal care","child specific","baby powder","f.contact","[-]","point",1,0,0,99,"B"
"1322","product","PC.0800.030","personal care","child specific","baby powder","f.drain","[-]","uniform",1,0,0,99,"B"
"1320","product","PC.0800.030","personal care","child specific","baby powder","f.residual","[-]","point",0.3,0,0,99,"B"
"1331","product","PC.0800.030","personal care","child specific","baby powder","house.prev","[-]","point",0.14,1,0,99,"B"
"1323","product","PC.0800.030","personal care","child specific","baby powder","mass","g","lognormal",0.8,1,0,99,"B"
"1324","product","PC.0800.030","personal care","child specific","baby powder","use.freq","1/year","lognormal",877,1,0,12,"B"
"1325","product","PC.0800.030","personal care","child specific","baby powder","use.freq","1/year","lognormal",64,1,13,99,"B"
"1327","product","PC.0800.030","personal care","child specific","baby powder","use.prev","[-]","point",0.14,1,0,12,"B"
"1328","product","PC.0800.030","personal care","child specific","baby powder","use.prev","[-]","point",0.01,1,13,99,"M"
"1329","product","PC.0800.030","personal care","child specific","baby powder","use.prev","[-]","point",0.01,1,13,99,"W"
"1321","product","PC.0800.030","personal care","child specific","baby powder","volume","m^3","point",24,0,0,99,"B"
"1339","product","PC.0800.040","personal care","child specific","baby shampoo","duration","minutes","lognormal",10,1,0,99,"B"
"1343","product","PC.0800.040","personal care","child specific","baby shampoo","f.contact","[-]","point",1,0,0,99,"B"
"1334","product","PC.0800.040","personal care","child specific","baby shampoo","f.drain","[-]","uniform",1,0,0,99,"B"
"1332","product","PC.0800.040","personal care","child specific","baby shampoo","f.residual","[-]","point",0.1,0,0,99,"B"
"1344","product","PC.0800.040","personal care","child specific","baby shampoo","house.prev","[-]","point",0.7,1,0,99,"B"
"1335","product","PC.0800.040","personal care","child specific","baby shampoo","mass","g","lognormal",0.5,1,0,12,"B"
"1336","product","PC.0800.040","personal care","child specific","baby shampoo","mass","g","lognormal",5,1,13,99,"B"
"1337","product","PC.0800.040","personal care","child specific","baby shampoo","use.freq","1/year","lognormal",52,1,0,12,"B"
"1338","product","PC.0800.040","personal care","child specific","baby shampoo","use.freq","1/year","lognormal",7,1,13,99,"B"
"1340","product","PC.0800.040","personal care","child specific","baby shampoo","use.prev","[-]","point",0.7,1,0,12,"B"
"1341","product","PC.0800.040","personal care","child specific","baby shampoo","use.prev","[-]","point",0.06,1,13,99,"M"
"1342","product","PC.0800.040","personal care","child specific","baby shampoo","use.prev","[-]","point",0.06,1,13,99,"W"
"1333","product","PC.0800.040","personal care","child specific","baby shampoo","volume","m^3","point",24,0,0,99,"B"
"1350","product","PC.0800.050","personal care","child specific","baby wash","duration","minutes","lognormal",10,1,0,99,"B"
"1354","product","PC.0800.050","personal care","child specific","baby wash","f.contact","[-]","point",1,0,0,99,"B"
"1347","product","PC.0800.050","personal care","child specific","baby wash","f.drain","[-]","uniform",1,0,0,99,"B"
"1345","product","PC.0800.050","personal care","child specific","baby wash","f.residual","[-]","point",0.3,0,0,99,"B"
"1355","product","PC.0800.050","personal care","child specific","baby wash","house.prev","[-]","point",0.73,1,0,99,"B"
"1348","product","PC.0800.050","personal care","child specific","baby wash","mass","g","lognormal",1,1,0,99,"B"
"1349","product","PC.0800.050","personal care","child specific","baby wash","use.freq","1/year","lognormal",365,1,0,99,"B"
"1351","product","PC.0800.050","personal care","child specific","baby wash","use.prev","[-]","point",0.73,1,0,12,"B"
"1352","product","PC.0800.050","personal care","child specific","baby wash","use.prev","[-]","point",0,1,13,99,"M"
"1353","product","PC.0800.050","personal care","child specific","baby wash","use.prev","[-]","point",0,1,13,99,"W"
"1346","product","PC.0800.050","personal care","child specific","baby wash","volume","m^3","point",24,0,0,99,"B"
"1361","product","PC.0800.060","personal care","child specific","baby wipes","duration","minutes","lognormal",5,1,0,99,"B"
"1365","product","PC.0800.060","personal care","child specific","baby wipes","f.contact","[-]","point",1,0,0,99,"B"
"1358","product","PC.0800.060","personal care","child specific","baby wipes","f.drain","[-]","uniform",0.15,0.577350269189626,0,99,"B"
"1356","product","PC.0800.060","personal care","child specific","baby wipes","f.residual","[-]","point",0.05,0,0,99,"B"
"1366","product","PC.0800.060","personal care","child specific","baby wipes","house.prev","[-]","point",0.4,1,0,99,"B"
"1359","product","PC.0800.060","personal care","child specific","baby wipes","mass","g","lognormal",1,1,0,99,"B"
"1360","product","PC.0800.060","personal care","child specific","baby wipes","use.freq","1/year","lognormal",120,1,0,99,"B"
"1362","product","PC.0800.060","personal care","child specific","baby wipes","use.prev","[-]","point",0.4,1,0,12,"B"
"1363","product","PC.0800.060","personal care","child specific","baby wipes","use.prev","[-]","point",0,1,13,99,"M"
"1364","product","PC.0800.060","personal care","child specific","baby wipes","use.prev","[-]","point",0.02,1,13,99,"W"
"1357","product","PC.0800.060","personal care","child specific","baby wipes","volume","m^3","point",24,0,0,99,"B"
"1372","product","PC.0800.070","personal care","child specific","bath paints/crayons","duration","minutes","lognormal",30,1,0,99,"B"
"1376","product","PC.0800.070","personal care","child specific","bath paints/crayons","f.contact","[-]","point",1,0,0,99,"B"
"1369","product","PC.0800.070","personal care","child specific","bath paints/crayons","f.drain","[-]","uniform",1,0,0,99,"B"
"1367","product","PC.0800.070","personal care","child specific","bath paints/crayons","f.residual","[-]","point",0.01,0,0,99,"B"
"1377","product","PC.0800.070","personal care","child specific","bath paints/crayons","house.prev","[-]","point",0.1,1,0,99,"B"
"1370","product","PC.0800.070","personal care","child specific","bath paints/crayons","mass","g","lognormal",30,1,0,99,"B"
"1371","product","PC.0800.070","personal care","child specific","bath paints/crayons","use.freq","1/year","lognormal",52,1,0,99,"B"
"1373","product","PC.0800.070","personal care","child specific","bath paints/crayons","use.prev","[-]","point",0.1,1,0,12,"B"
"1374","product","PC.0800.070","personal care","child specific","bath paints/crayons","use.prev","[-]","point",0.05,1,13,99,"M"
"1375","product","PC.0800.070","personal care","child specific","bath paints/crayons","use.prev","[-]","point",0.05,1,13,99,"W"
"1368","product","PC.0800.070","personal care","child specific","bath paints/crayons","volume","m^3","point",24,0,0,99,"B"
"1383","product","PC.0800.080","personal care","child specific","diaper cream","duration","minutes","lognormal",5,1,0,99,"B"
"1387","product","PC.0800.080","personal care","child specific","diaper cream","f.contact","[-]","point",1,0,0,99,"B"
"1380","product","PC.0800.080","personal care","child specific","diaper cream","f.drain","[-]","uniform",1,0,0,99,"B"
"1378","product","PC.0800.080","personal care","child specific","diaper cream","f.residual","[-]","point",1,0,0,99,"B"
"1388","product","PC.0800.080","personal care","child specific","diaper cream","house.prev","[-]","point",0.25,1,0,99,"B"
"1381","product","PC.0800.080","personal care","child specific","diaper cream","mass","g","lognormal",1,1,0,99,"B"
"1382","product","PC.0800.080","personal care","child specific","diaper cream","use.freq","1/year","lognormal",720,1,0,99,"B"
"1384","product","PC.0800.080","personal care","child specific","diaper cream","use.prev","[-]","point",0.25,1,0,12,"B"
"1385","product","PC.0800.080","personal care","child specific","diaper cream","use.prev","[-]","point",0.01,1,13,99,"M"
"1386","product","PC.0800.080","personal care","child specific","diaper cream","use.prev","[-]","point",0.01,1,13,99,"W"
"1379","product","PC.0800.080","personal care","child specific","diaper cream","volume","m^3","point",24,0,0,99,"B"
"1395","product","PC.0900.030","personal care","dental care","denture adhesive","duration","minutes","lognormal",5,1,0,99,"B"
"1401","product","PC.0900.030","personal care","dental care","denture adhesive","f.contact","[-]","point",1,0,0,99,"B"
"1391","product","PC.0900.030","personal care","dental care","denture adhesive","f.drain","[-]","uniform",1,0,0,99,"B"
"1392","product","PC.0900.030","personal care","dental care","denture adhesive","f.ingested","[-]","lognormal",0.01,0.3,0,99,"B"
"1389","product","PC.0900.030","personal care","dental care","denture adhesive","f.residual","[-]","point",1,0,0,99,"B"
"1402","product","PC.0900.030","personal care","dental care","denture adhesive","house.prev","[-]","point",0.5,1,0,99,"B"
"1393","product","PC.0900.030","personal care","dental care","denture adhesive","mass","g","lognormal",20,1,0,99,"B"
"1394","product","PC.0900.030","personal care","dental care","denture adhesive","use.freq","1/year","lognormal",365,1,0,99,"B"
"1396","product","PC.0900.030","personal care","dental care","denture adhesive","use.prev","[-]","point",0,1,0,12,"B"
"1397","product","PC.0900.030","personal care","dental care","denture adhesive","use.prev","[-]","point",0,1,13,60,"M"
"1398","product","PC.0900.030","personal care","dental care","denture adhesive","use.prev","[-]","point",0,1,13,60,"W"
"1399","product","PC.0900.030","personal care","dental care","denture adhesive","use.prev","[-]","point",0.5,1,61,99,"M"
"1400","product","PC.0900.030","personal care","dental care","denture adhesive","use.prev","[-]","point",0.5,1,61,99,"W"
"1390","product","PC.0900.030","personal care","dental care","denture adhesive","volume","m^3","point",24,0,0,99,"B"
"1409","product","PC.0900.040","personal care","dental care","denture cleaner","duration","minutes","lognormal",5,1,0,99,"B"
"1415","product","PC.0900.040","personal care","dental care","denture cleaner","f.contact","[-]","point",1,0,0,99,"B"
"1405","product","PC.0900.040","personal care","dental care","denture cleaner","f.drain","[-]","uniform",1,0,0,99,"B"
"1406","product","PC.0900.040","personal care","dental care","denture cleaner","f.ingested","[-]","lognormal",0.01,0.3,0,99,"B"
"1403","product","PC.0900.040","personal care","dental care","denture cleaner","f.residual","[-]","point",1,0,0,99,"B"
"1416","product","PC.0900.040","personal care","dental care","denture cleaner","house.prev","[-]","point",0.5,1,0,99,"B"
"1407","product","PC.0900.040","personal care","dental care","denture cleaner","mass","g","lognormal",20,1,0,99,"B"
"1408","product","PC.0900.040","personal care","dental care","denture cleaner","use.freq","1/year","lognormal",365,1,0,99,"B"
"1410","product","PC.0900.040","personal care","dental care","denture cleaner","use.prev","[-]","point",0,1,0,12,"B"
"1411","product","PC.0900.040","personal care","dental care","denture cleaner","use.prev","[-]","point",0,1,13,60,"M"
"1412","product","PC.0900.040","personal care","dental care","denture cleaner","use.prev","[-]","point",0,1,13,60,"W"
"1413","product","PC.0900.040","personal care","dental care","denture cleaner","use.prev","[-]","point",0.5,1,61,99,"M"
"1414","product","PC.0900.040","personal care","dental care","denture cleaner","use.prev","[-]","point",0.5,1,61,99,"W"
"1404","product","PC.0900.040","personal care","dental care","denture cleaner","volume","m^3","point",24,0,0,99,"B"
"1423","product","PC.0900.050","personal care","dental care","mouthwash","duration","minutes","lognormal",0.5,1,0,99,"B"
"1427","product","PC.0900.050","personal care","dental care","mouthwash","f.contact","[-]","point",1,0,0,99,"B"
"1419","product","PC.0900.050","personal care","dental care","mouthwash","f.drain","[-]","uniform",1,0,0,99,"B"
"1420","product","PC.0900.050","personal care","dental care","mouthwash","f.ingested","[-]","lognormal",0,0.3,0,99,"B"
"1417","product","PC.0900.050","personal care","dental care","mouthwash","f.residual","[-]","point",0.01,0,0,99,"B"
"1428","product","PC.0900.050","personal care","dental care","mouthwash","house.prev","[-]","point",0.5,1,0,99,"B"
"1421","product","PC.0900.050","personal care","dental care","mouthwash","mass","g","lognormal",30,1,0,99,"B"
"1422","product","PC.0900.050","personal care","dental care","mouthwash","use.freq","1/year","lognormal",197,1,0,99,"B"
"1424","product","PC.0900.050","personal care","dental care","mouthwash","use.prev","[-]","point",0.2,1,0,12,"B"
"1425","product","PC.0900.050","personal care","dental care","mouthwash","use.prev","[-]","point",0.5,1,13,99,"M"
"1426","product","PC.0900.050","personal care","dental care","mouthwash","use.prev","[-]","point",0.5,1,13,99,"W"
"1418","product","PC.0900.050","personal care","dental care","mouthwash","volume","m^3","point",24,0,0,99,"B"
"1435","product","PC.0900.060","personal care","dental care","teeth whitener","duration","minutes","lognormal",30,1,0,99,"B"
"1439","product","PC.0900.060","personal care","dental care","teeth whitener","f.contact","[-]","point",1,0,0,99,"B"
"1431","product","PC.0900.060","personal care","dental care","teeth whitener","f.drain","[-]","uniform",1,0,0,99,"B"
"1432","product","PC.0900.060","personal care","dental care","teeth whitener","f.ingested","[-]","lognormal",0.01,0.3,0,99,"B"
"1429","product","PC.0900.060","personal care","dental care","teeth whitener","f.residual","[-]","point",0.05,0,0,99,"B"
"1440","product","PC.0900.060","personal care","dental care","teeth whitener","house.prev","[-]","point",0.1,1,0,99,"B"
"1433","product","PC.0900.060","personal care","dental care","teeth whitener","mass","g","lognormal",5,1,0,99,"B"
"1434","product","PC.0900.060","personal care","dental care","teeth whitener","use.freq","1/year","lognormal",6,1,0,99,"B"
"1436","product","PC.0900.060","personal care","dental care","teeth whitener","use.prev","[-]","point",0,1,0,12,"B"
"1437","product","PC.0900.060","personal care","dental care","teeth whitener","use.prev","[-]","point",0.1,1,13,99,"M"
"1438","product","PC.0900.060","personal care","dental care","teeth whitener","use.prev","[-]","point",0.1,1,13,99,"W"
"1430","product","PC.0900.060","personal care","dental care","teeth whitener","volume","m^3","point",24,0,0,99,"B"
"1448","product","PC.0900.070","personal care","dental care","toothpaste","duration","minutes","lognormal",3,1,0,99,"B"
"1452","product","PC.0900.070","personal care","dental care","toothpaste","f.contact","[-]","point",1,0,0,99,"B"
"1443","product","PC.0900.070","personal care","dental care","toothpaste","f.drain","[-]","uniform",1,0,0,99,"B"
"1445","product","PC.0900.070","personal care","dental care","toothpaste","f.ingested","[-]","lognormal",0.15,0.3,0,12,"B"
"1444","product","PC.0900.070","personal care","dental care","toothpaste","f.ingested","[-]","lognormal",0.03,0.3,13,99,"B"
"1441","product","PC.0900.070","personal care","dental care","toothpaste","f.residual","[-]","point",0.05,0,0,99,"B"
"1453","product","PC.0900.070","personal care","dental care","toothpaste","house.prev","[-]","point",1,1,0,99,"B"
"1446","product","PC.0900.070","personal care","dental care","toothpaste","mass","g","lognormal",1,1,0,99,"B"
"1447","product","PC.0900.070","personal care","dental care","toothpaste","use.freq","1/year","lognormal",720,1,0,99,"B"
"1449","product","PC.0900.070","personal care","dental care","toothpaste","use.prev","[-]","point",1,1,0,12,"B"
"1450","product","PC.0900.070","personal care","dental care","toothpaste","use.prev","[-]","point",1,1,13,99,"M"
"1451","product","PC.0900.070","personal care","dental care","toothpaste","use.prev","[-]","point",1,1,13,99,"W"
"1442","product","PC.0900.070","personal care","dental care","toothpaste","volume","m^3","point",24,0,0,99,"B"
"1459","product","PC.1000.010","personal care","deodorant","deodorant","duration","minutes","lognormal",5,1,0,99,"B"
"1464","product","PC.1000.010","personal care","deodorant","deodorant","f.contact","[-]","point",1,0,0,99,"B"
"1456","product","PC.1000.010","personal care","deodorant","deodorant","f.drain","[-]","uniform",1,0,0,99,"B"
"1454","product","PC.1000.010","personal care","deodorant","deodorant","f.residual","[-]","point",1,0,0,99,"B"
"1465","product","PC.1000.010","personal care","deodorant","deodorant","house.prev","[-]","point",0.95,1,0,99,"B"
"1457","product","PC.1000.010","personal care","deodorant","deodorant","mass","g","lognormal",1,1,0,99,"B"
"1458","product","PC.1000.010","personal care","deodorant","deodorant","use.freq","1/year","lognormal",365,1,0,99,"B"
"1460","product","PC.1000.010","personal care","deodorant","deodorant","use.prev","[-]","point",0,1,0,5,"B"
"1461","product","PC.1000.010","personal care","deodorant","deodorant","use.prev","[-]","point",0.42,1,6,12,"B"
"1462","product","PC.1000.010","personal care","deodorant","deodorant","use.prev","[-]","point",0.95,1,13,99,"M"
"1463","product","PC.1000.010","personal care","deodorant","deodorant","use.prev","[-]","point",0.95,1,13,99,"W"
"1455","product","PC.1000.010","personal care","deodorant","deodorant","volume","m^3","point",24,0,0,99,"B"
"1471","product","PC.1100.020","personal care","eye care and contacts","contact care","duration","minutes","lognormal",3,1,0,99,"B"
"1475","product","PC.1100.020","personal care","eye care and contacts","contact care","f.contact","[-]","point",1,0,0,99,"B"
"1468","product","PC.1100.020","personal care","eye care and contacts","contact care","f.drain","[-]","uniform",1,0,0,99,"B"
"1466","product","PC.1100.020","personal care","eye care and contacts","contact care","f.residual","[-]","point",0.1,0,0,99,"B"
"1476","product","PC.1100.020","personal care","eye care and contacts","contact care","house.prev","[-]","point",0.2,1,0,99,"B"
"1469","product","PC.1100.020","personal care","eye care and contacts","contact care","mass","g","lognormal",10,1,0,99,"B"
"1470","product","PC.1100.020","personal care","eye care and contacts","contact care","use.freq","1/year","lognormal",365,1,0,99,"B"
"1472","product","PC.1100.020","personal care","eye care and contacts","contact care","use.prev","[-]","point",0.1,1,0,12,"B"
"1473","product","PC.1100.020","personal care","eye care and contacts","contact care","use.prev","[-]","point",0.16,1,13,99,"M"
"1474","product","PC.1100.020","personal care","eye care and contacts","contact care","use.prev","[-]","point",0.2,1,13,99,"W"
"1467","product","PC.1100.020","personal care","eye care and contacts","contact care","volume","m^3","point",24,0,0,99,"B"
"1482","product","PC.1100.030","personal care","eye care and contacts","eye cream","duration","minutes","lognormal",5,1,0,99,"B"
"1486","product","PC.1100.030","personal care","eye care and contacts","eye cream","f.contact","[-]","point",1,0,0,99,"B"
"1479","product","PC.1100.030","personal care","eye care and contacts","eye cream","f.drain","[-]","uniform",1,0,0,99,"B"
"1477","product","PC.1100.030","personal care","eye care and contacts","eye cream","f.residual","[-]","point",1,0,0,99,"B"
"1487","product","PC.1100.030","personal care","eye care and contacts","eye cream","house.prev","[-]","point",0.4,1,0,99,"B"
"1480","product","PC.1100.030","personal care","eye care and contacts","eye cream","mass","g","lognormal",1,1,0,99,"B"
